provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
OR,2020-05-20,0,0,0,0,0
P,2020-05-20,4,4,0,0,0
PM,2020-05-20,3,3,0,0,0
PO,2020-05-20,0,0,0,0,0
S,2020-05-20,2,2,0,0,0
SA,2020-05-20,10,9,0,1,0
SE,2020-05-20,0,0,0,0,0
SG,2020-05-20,8,8,0,0,0
SO,2020-05-20,4,4,0,0,0
SS,2020-05-20,0,0,0,0,0
T,2020-05-20,0,0,0,0,0
TE,2020-05-20,2,2,0,0,0
TF,2020-05-20,2,2,0,0,0
TO,2020-05-20,3,3,0,0,0
V,2020-05-20,2,2,0,0,0
VA,2020-05-20,11,11,0,0,0
VI,2020-05-20,3,3,0,0,0
Z,2020-05-20,9,8,0,1,0
ZA,2020-05-20,1,1,0,0,0
A,2020-05-21,4,4,0,0,0
AB,2020-05-21,7,7,0,0,0
AL,2020-05-21,0,0,0,0,0
AV,2020-05-21,5,5,0,0,0
B,2020-05-21,112,71,0,41,0
BA,2020-05-21,5,0,5,0,0
BI,2020-05-21,3,2,0,0,1
BU,2020-05-21,3,3,0,0,0
C,2020-05-21,1,1,0,0,0
CA,2020-05-21,3,3,0,0,0
CC,2020-05-21,3,1,2,0,0
CE,2020-05-21,3,3,0,0,0
CO,2020-05-21,1,1,0,0,0
CR,2020-05-21,17,16,0,1,0
CS,2020-05-21,4,4,0,0,0
CU,2020-05-21,1,1,0,0,0
GC,2020-05-21,1,1,0,0,0
GI,2020-05-21,19,18,0,1,0
GR,2020-05-21,3,3,0,0,0
GU,2020-05-21,2,2,0,0,0
H,2020-05-21,1,1,0,0,0
HU,2020-05-21,3,3,0,0,0
J,2020-05-21,0,0,0,0,0
L,2020-05-21,12,12,0,0,0
LE,2020-05-21,10,10,0,0,0
LO,2020-05-21,4,3,0,1,0
LU,2020-05-21,0,0,0,0,0
M,2020-05-21,85,85,0,0,0
MA,2020-05-21,2,2,0,0,0
ME,2020-05-21,0,0,0,0,0
MU,2020-05-21,2,2,0,0,0
NA,2020-05-21,14,14,0,0,0
O,2020-05-21,1,1,0,0,0
OR,2020-05-21,0,0,0,0,0
P,2020-05-21,0,0,0,0,0
PM,2020-05-21,6,6,0,0,0
PO,2020-05-21,1,1,0,0,0
S,2020-05-21,2,2,0,0,0
SA,2020-05-21,5,5,0,0,0
SE,2020-05-21,0,0,0,0,0
SG,2020-05-21,2,2,0,0,0
SO,2020-05-21,0,0,0,0,0
SS,2020-05-21,1,1,0,0,0
T,2020-05-21,4,4,0,0,0
TE,2020-05-21,1,1,0,0,0
TF,2020-05-21,0,0,0,0,0
TO,2020-05-21,5,5,0,0,0
V,2020-05-21,6,6,0,0,0
VA,2020-05-21,5,4,0,1,0
VI,2020-05-21,1,0,0,0,1
Z,2020-05-21,7,7,0,0,0
ZA,2020-05-21,1,1,0,0,0
A,2020-05-22,3,3,0,0,0
AB,2020-05-22,4,4,0,0,0
AL,2020-05-22,1,1,0,0,0
AV,2020-05-22,3,3,0,0,0
B,2020-05-22,155,93,0,61,1
BA,2020-05-22,4,0,4,0,0
BI,2020-05-22,4,2,0,0,2
BU,2020-05-22,5,5,0,0,0
C,2020-05-22,0,0,0,0,0
CA,2020-05-22,1,1,0,0,0
CC,2020-05-22,4,0,3,1,0
CE,2020-05-22,4,4,0,0,0
CO,2020-05-22,0,0,0,0,0
CR,2020-05-22,13,11,0,2,0
CS,2020-05-22,3,3,0,0,0
CU,2020-05-22,8,8,0,0,0
GC,2020-05-22,1,1,0,0,0
GI,2020-05-22,12,10,0,2,0
GR,2020-05-22,1,1,0,0,0
GU,2020-05-22,3,3,0,0,0
H,2020-05-22,0,0,0,0,0
HU,2020-05-22,2,2,0,0,0
J,2020-05-22,2,2,0,0,0
L,2020-05-22,10,10,0,0,0
LE,2020-05-22,2,2,0,0,0
LO,2020-05-22,3,3,0,0,0
LU,2020-05-22,1,1,0,0,0
M,2020-05-22,122,122,0,0,0
MA,2020-05-22,1,0,1,0,0
ME,2020-05-22,0,0,0,0,0
MU,2020-05-22,3,3,0,0,0
NA,2020-05-22,10,10,0,0,0
O,2020-05-22,1,1,0,0,0
OR,2020-05-22,1,1,0,0,0
P,2020-05-22,3,3,0,0,0
PM,2020-05-22,11,11,0,0,0
PO,2020-05-22,0,0,0,0,0
S,2020-05-22,1,1,0,0,0
SA,2020-05-22,11,11,0,0,0
SE,2020-05-22,0,0,0,0,0
SG,2020-05-22,1,1,0,0,0
SO,2020-05-22,4,4,0,0,0
SS,2020-05-22,0,0,0,0,0
T,2020-05-22,4,4,0,0,0
TE,2020-05-22,2,2,0,0,0
TF,2020-05-22,3,3,0,0,0
TO,2020-05-22,13,12,0,0,1
V,2020-05-22,5,5,0,0,0
VA,2020-05-22,12,11,1,0,0
VI,2020-05-22,5,4,0,0,1
Z,2020-05-22,8,7,0,1,0
ZA,2020-05-22,3,3,0,0,0
A,2020-05-23,2,2,0,0,0
AB,2020-05-23,6,6,0,0,0
AL,2020-05-23,0,0,0,0,0
AV,2020-05-23,4,4,0,0,0
B,2020-05-23,140,97,0,43,0
BA,2020-05-23,3,0,3,0,0
BI,2020-05-23,4,3,0,0,1
BU,2020-05-23,1,1,0,0,0
C,2020-05-23,1,1,0,0,0
CA,2020-05-23,1,1,0,0,0
CC,2020-05-23,5,1,4,0,0
CE,2020-05-23,5,5,0,0,0
CO,2020-05-23,0,0,0,0,0
CR,2020-05-23,9,8,0,1,0
CS,2020-05-23,2,2,0,0,0
CU,2020-05-23,4,4,0,0,0
GC,2020-05-23,2,2,0,0,0
GI,2020-05-23,9,8,0,1,0
GR,2020-05-23,1,1,0,0,0
GU,2020-05-23,1,1,0,0,0
H,2020-05-23,1,1,0,0,0
HU,2020-05-23,3,1,0,2,0
J,2020-05-23,0,0,0,0,0
L,2020-05-23,22,22,0,0,0
LE,2020-05-23,11,11,0,0,0
LO,2020-05-23,3,3,0,0,0
LU,2020-05-23,0,0,0,0,0
M,2020-05-23,119,119,0,0,0
MA,2020-05-23,5,5,0,0,0
ME,2020-05-23,0,0,0,0,0
MU,2020-05-23,2,2,0,0,0
NA,2020-05-23,7,7,0,0,0
O,2020-05-23,13,13,0,0,0
OR,2020-05-23,2,2,0,0,0
P,2020-05-23,3,3,0,0,0
PM,2020-05-23,4,4,0,0,0
PO,2020-05-23,1,1,0,0,0
S,2020-05-23,3,3,0,0,0
SA,2020-05-23,3,3,0,0,0
SE,2020-05-23,1,1,0,0,0
SG,2020-05-23,2,2,0,0,0
SO,2020-05-23,3,3,0,0,0
SS,2020-05-23,0,0,0,0,0
T,2020-05-23,3,3,0,0,0
TE,2020-05-23,2,2,0,0,0
TF,2020-05-23,7,7,0,0,0
TO,2020-05-23,10,10,0,0,0
V,2020-05-23,4,4,0,0,0
VA,2020-05-23,11,11,0,0,0
VI,2020-05-23,1,1,0,0,0
Z,2020-05-23,7,7,0,0,0
ZA,2020-05-23,2,2,0,0,0
A,2020-05-24,0,0,0,0,0
AB,2020-05-24,7,7,0,0,0
AL,2020-05-24,1,1,0,0,0
AV,2020-05-24,17,17,0,0,0
B,2020-05-24,77,73,0,3,1
BA,2020-05-24,1,1,0,0,0
BI,2020-05-24,3,2,0,0,1
BU,2020-05-24,6,6,0,0,0
C,2020-05-24,3,3,0,0,0
CA,2020-05-24,0,0,0,0,0
CC,2020-05-24,5,1,4,0,0
CE,2020-05-24,2,2,0,0,0
CO,2020-05-24,0,0,0,0,0
CR,2020-05-24,14,12,0,2,0
CS,2020-05-24,0,0,0,0,0
CU,2020-05-24,4,4,0,0,0
GC,2020-05-24,1,1,0,0,0
GI,2020-05-24,14,14,0,0,0
GR,2020-05-24,2,2,0,0,0
GU,2020-05-24,3,3,0,0,0
H,2020-05-24,0,0,0,0,0
HU,2020-05-24,2,2,0,0,0
J,2020-05-24,2,2,0,0,0
L,2020-05-24,13,13,0,0,0
LE,2020-05-24,3,3,0,0,0
LO,2020-05-24,0,0,0,0,0
LU,2020-05-24,0,0,0,0,0
M,2020-05-24,44,44,0,0,0
MA,2020-05-24,4,4,0,0,0
ME,2020-05-24,0,0,0,0,0
MU,2020-05-24,0,0,0,0,0
NA,2020-05-24,5,5,0,0,0
O,2020-05-24,3,3,0,0,0
OR,2020-05-24,0,0,0,0,0
P,2020-05-24,5,5,0,0,0
PM,2020-05-24,0,0,0,0,0
PO,2020-05-24,1,1,0,0,0
S,2020-05-24,1,1,0,0,0
SA,2020-05-24,2,2,0,0,0
SE,2020-05-24,1,1,0,0,0
SG,2020-05-24,1,1,0,0,0
SO,2020-05-24,0,0,0,0,0
SS,2020-05-24,0,0,0,0,0
T,2020-05-24,0,0,0,0,0
TE,2020-05-24,1,1,0,0,0
TF,2020-05-24,1,1,0,0,0
TO,2020-05-24,8,8,0,0,0
V,2020-05-24,2,2,0,0,0
VA,2020-05-24,9,9,0,0,0
VI,2020-05-24,1,1,0,0,0
Z,2020-05-24,5,5,0,0,0
ZA,2020-05-24,1,1,0,0,0
A,2020-05-25,1,1,0,0,0
AB,2020-05-25,3,3,0,0,0
AL,2020-05-25,2,2,0,0,0
AV,2020-05-25,4,4,0,0,0
B,2020-05-25,46,45,0,1,0
BA,2020-05-25,0,0,0,0,0
BI,2020-05-25,3,3,0,0,0
BU,2020-05-25,2,2,0,0,0
C,2020-05-25,1,0,1,0,0
CA,2020-05-25,3,3,0,0,0
CC,2020-05-25,3,3,0,0,0
CE,2020-05-25,2,2,0,0,0
CO,2020-05-25,0,0,0,0,0
CR,2020-05-25,9,8,0,1,0
CS,2020-05-25,1,1,0,0,0
CU,2020-05-25,6,6,0,0,0
GC,2020-05-25,0,0,0,0,0
GI,2020-05-25,18,18,0,0,0
GR,2020-05-25,0,0,0,0,0
GU,2020-05-25,5,5,0,0,0
H,2020-05-25,1,1,0,0,0
HU,2020-05-25,1,1,0,0,0
J,2020-05-25,1,1,0,0,0
L,2020-05-25,33,33,0,0,0
LE,2020-05-25,4,4,0,0,0
LO,2020-05-25,2,1,0,1,0
LU,2020-05-25,1,1,0,0,0
M,2020-05-25,85,85,0,0,0
MA,2020-05-25,1,1,0,0,0
ME,2020-05-25,0,0,0,0,0
MU,2020-05-25,0,0,0,0,0
NA,2020-05-25,4,4,0,0,0
O,2020-05-25,3,3,0,0,0
OR,2020-05-25,0,0,0,0,0
P,2020-05-25,2,2,0,0,0
PM,2020-05-25,2,2,0,0,0
PO,2020-05-25,0,0,0,0,0
S,2020-05-25,1,1,0,0,0
SA,2020-05-25,3,3,0,0,0
SE,2020-05-25,0,0,0,0,0
SG,2020-05-25,0,0,0,0,0
SO,2020-05-25,10,10,0,0,0
SS,2020-05-25,0,0,0,0,0
T,2020-05-25,3,3,0,0,0
TE,2020-05-25,2,2,0,0,0
TF,2020-05-25,2,2,0,0,0
TO,2020-05-25,5,5,0,0,0
V,2020-05-25,3,3,0,0,0
VA,2020-05-25,2,1,0,1,0
VI,2020-05-25,1,1,0,0,0
Z,2020-05-25,5,5,0,0,0
ZA,2020-05-25,0,0,0,0,0
A,2020-05-26,5,5,0,0,0
AB,2020-05-26,6,6,0,0,0
AL,2020-05-26,4,4,0,0,0
AV,2020-05-26,4,4,0,0,0
B,2020-05-26,27,25,0,2,0
BA,2020-05-26,6,0,6,0,0
BI,2020-05-26,3,3,0,0,0
BU,2020-05-26,6,6,0,0,0
C,2020-05-26,1,1,0,0,0
CA,2020-05-26,1,1,0,0,0
CC,2020-05-26,7,3,4,0,0
CE,2020-05-26,5,5,0,0,0
CO,2020-05-26,1,1,0,0,0
CR,2020-05-26,13,12,0,1,0
CS,2020-05-26,2,2,0,0,0
CU,2020-05-26,1,1,0,0,0
GC,2020-05-26,1,1,0,0,0
GI,2020-05-26,10,10,0,0,0
GR,2020-05-26,1,1,0,0,0
GU,2020-05-26,3,3,0,0,0
H,2020-05-26,3,3,0,0,0
HU,2020-05-26,2,2,0,0,0
J,2020-05-26,3,3,0,0,0
L,2020-05-26,14,14,0,0,0
LE,2020-05-26,2,2,0,0,0
LO,2020-05-26,1,1,0,0,0
LU,2020-05-26,0,0,0,0,0
M,2020-05-26,109,109,0,0,0
MA,2020-05-26,1,1,0,0,0
ME,2020-05-26,1,1,0,0,0
MU,2020-05-26,3,3,0,0,0
NA,2020-05-26,1,1,0,0,0
O,2020-05-26,2,2,0,0,0
OR,2020-05-26,0,0,0,0,0
P,2020-05-26,1,1,0,0,0
PM,2020-05-26,3,3,0,0,0
PO,2020-05-26,1,1,0,0,0
S,2020-05-26,2,2,0,0,0
SA,2020-05-26,4,4,0,0,0
SE,2020-05-26,1,1,0,0,0
SG,2020-05-26,1,1,0,0,0
SO,2020-05-26,4,4,0,0,0
SS,2020-05-26,0,0,0,0,0
T,2020-05-26,5,3,0,2,0
TE,2020-05-26,3,3,0,0,0
TF,2020-05-26,3,3,0,0,0
TO,2020-05-26,5,4,0,0,1
V,2020-05-26,4,4,0,0,0
VA,2020-05-26,6,6,0,0,0
VI,2020-05-26,4,3,0,0,1
Z,2020-05-26,3,3,0,0,0
ZA,2020-05-26,1,1,0,0,0
A,2020-05-27,2,2,0,0,0
AB,2020-05-27,4,4,0,0,0
AL,2020-05-27,2,2,0,0,0
AV,2020-05-27,2,2,0,0,0
B,2020-05-27,59,42,0,17,0
BA,2020-05-27,4,1,3,0,0
BI,2020-05-27,3,3,0,0,0
BU,2020-05-27,6,6,0,0,0
C,2020-05-27,0,0,0,0,0
CA,2020-05-27,1,1,0,0,0
CC,2020-05-27,4,1,3,0,0
CE,2020-05-27,0,0,0,0,0
CO,2020-05-27,1,1,0,0,0
CR,2020-05-27,14,9,0,5,0
CS,2020-05-27,2,2,0,0,0
CU,2020-05-27,4,4,0,0,0
GC,2020-05-27,2,2,0,0,0
GI,2020-05-27,12,12,0,0,0
GR,2020-05-27,1,1,0,0,0
GU,2020-05-27,5,0,0,5,0
H,2020-05-27,0,0,0,0,0
HU,2020-05-27,7,6,0,0,1
J,2020-05-27,1,1,0,0,0
L,2020-05-27,18,18,0,0,0
LE,2020-05-27,1,1,0,0,0
LO,2020-05-27,2,2,0,0,0
LU,2020-05-27,0,0,0,0,0
M,2020-05-27,91,91,0,0,0
MA,2020-05-27,3,3,0,0,0
ME,2020-05-27,0,0,0,0,0
MU,2020-05-27,4,4,0,0,0
NA,2020-05-27,2,2,0,0,0
O,2020-05-27,0,0,0,0,0
OR,2020-05-27,1,1,0,0,0
P,2020-05-27,0,0,0,0,0
PM,2020-05-27,5,5,0,0,0
PO,2020-05-27,0,0,0,0,0
S,2020-05-27,1,1,0,0,0
SA,2020-05-27,6,6,0,0,0
SE,2020-05-27,2,2,0,0,0
SG,2020-05-27,0,0,0,0,0
SO,2020-05-27,0,0,0,0,0
SS,2020-05-27,0,0,0,0,0
T,2020-05-27,3,2,0,1,0
TE,2020-05-27,0,0,0,0,0
TF,2020-05-27,4,4,0,0,0
TO,2020-05-27,10,10,0,0,0
V,2020-05-27,13,13,0,0,0
VA,2020-05-27,3,3,0,0,0
VI,2020-05-27,1,1,0,0,0
Z,2020-05-27,4,4,0,0,0
ZA,2020-05-27,0,0,0,0,0
A,2020-05-28,1,1,0,0,0
AB,2020-05-28,4,4,0,0,0
AL,2020-05-28,2,2,0,0,0
AV,2020-05-28,2,2,0,0,0
B,2020-05-28,78,53,0,25,0
BA,2020-05-28,0,0,0,0,0
BI,2020-05-28,4,3,0,0,1
BU,2020-05-28,3,3,0,0,0
C,2020-05-28,1,1,0,0,0
CA,2020-05-28,2,2,0,0,0
CC,2020-05-28,0,0,0,0,0
CE,2020-05-28,5,5,0,0,0
CO,2020-05-28,0,0,0,0,0
CR,2020-05-28,14,14,0,0,0
CS,2020-05-28,2,2,0,0,0
CU,2020-05-28,6,6,0,0,0
GC,2020-05-28,3,3,0,0,0
GI,2020-05-28,23,23,0,0,0
GR,2020-05-28,2,2,0,0,0
GU,2020-05-28,7,6,0,1,0
H,2020-05-28,0,0,0,0,0
HU,2020-05-28,1,1,0,0,0
J,2020-05-28,1,1,0,0,0
L,2020-05-28,18,18,0,0,0
LE,2020-05-28,2,2,0,0,0
LO,2020-05-28,0,0,0,0,0
LU,2020-05-28,0,0,0,0,0
M,2020-05-28,133,133,0,0,0
MA,2020-05-28,2,2,0,0,0
ME,2020-05-28,0,0,0,0,0
MU,2020-05-28,1,1,0,0,0
NA,2020-05-28,4,4,0,0,0
O,2020-05-28,0,0,0,0,0
OR,2020-05-28,0,0,0,0,0
P,2020-05-28,1,1,0,0,0
PM,2020-05-28,6,5,1,0,0
PO,2020-05-28,1,1,0,0,0
S,2020-05-28,1,1,0,0,0
SA,2020-05-28,8,8,0,0,0
SE,2020-05-28,3,3,0,0,0
SG,2020-05-28,0,0,0,0,0
SO,2020-05-28,8,8,0,0,0
SS,2020-05-28,0,0,0,0,0
T,2020-05-28,2,2,0,0,0
TE,2020-05-28,0,0,0,0,0
TF,2020-05-28,1,1,0,0,0
TO,2020-05-28,12,12,0,0,0
V,2020-05-28,5,5,0,0,0
VA,2020-05-28,3,3,0,0,0
VI,2020-05-28,3,2,0,0,1
Z,2020-05-28,3,3,0,0,0
ZA,2020-05-28,0,0,0,0,0
A,2020-05-29,1,1,0,0,0
AB,2020-05-29,5,5,0,0,0
AL,2020-05-29,3,3,0,0,0
AV,2020-05-29,1,1,0,0,0
B,2020-05-29,79,49,0,29,1
BA,2020-05-29,4,0,4,0,0
BI,2020-05-29,0,0,0,0,0
BU,2020-05-29,5,5,0,0,0
C,2020-05-29,0,0,0,0,0
CA,2020-05-29,1,1,0,0,0
CC,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CO,2020-05-29,2,2,0,0,0
CR,2020-05-29,19,19,0,0,0
CS,2020-05-29,3,3,0,0,0
CU,2020-05-29,1,1,0,0,0
GC,2020-05-29,1,1,0,0,0
GI,2020-05-29,8,6,0,2,0
GR,2020-05-29,0,0,0,0,0
GU,2020-05-29,9,2,0,6,1
H,2020-05-29,0,0,0,0,0
HU,2020-05-29,5,5,0,0,0
J,2020-05-29,0,0,0,0,0
L,2020-05-29,22,22,0,0,0
LE,2020-05-29,0,0,0,0,0
LO,2020-05-29,2,2,0,0,0
LU,2020-05-29,0,0,0,0,0
M,2020-05-29,81,81,0,0,0
MA,2020-05-29,3,3,0,0,0
ME,2020-05-29,0,0,0,0,0
MU,2020-05-29,1,1,0,0,0
NA,2020-05-29,6,6,0,0,0
O,2020-05-29,1,1,0,0,0
OR,2020-05-29,0,0,0,0,0
P,2020-05-29,1,1,0,0,0
PM,2020-05-29,4,3,1,0,0
PO,2020-05-29,2,1,1,0,0
S,2020-05-29,2,2,0,0,0
SA,2020-05-29,5,4,0,1,0
SE,2020-05-29,2,2,0,0,0
SG,2020-05-29,2,2,0,0,0
SO,2020-05-29,2,2,0,0,0
SS,2020-05-29,1,0,0,0,1
T,2020-05-29,6,5,0,1,0
TE,2020-05-29,1,1,0,0,0
TF,2020-05-29,0,0,0,0,0
TO,2020-05-29,3,3,0,0,0
V,2020-05-29,3,3,0,0,0
VA,2020-05-29,12,12,0,0,0
VI,2020-05-29,1,1,0,0,0
Z,2020-05-29,7,7,0,0,0
ZA,2020-05-29,2,2,0,0,0
A,2020-05-30,1,1,0,0,0
AB,2020-05-30,5,5,0,0,0
AL,2020-05-30,6,6,0,0,0
AV,2020-05-30,4,4,0,0,0
B,2020-05-30,115,94,0,21,0
BA,2020-05-30,2,0,2,0,0
BI,2020-05-30,3,2,0,0,1
BU,2020-05-30,3,3,0,0,0
C,2020-05-30,2,2,0,0,0
CA,2020-05-30,2,2,0,0,0
CC,2020-05-30,4,0,4,0,0
CE,2020-05-30,3,3,0,0,0
CO,2020-05-30,2,2,0,0,0
CR,2020-05-30,9,9,0,0,0
CS,2020-05-30,1,1,0,0,0
CU,2020-05-30,5,5,0,0,0
GC,2020-05-30,0,0,0,0,0
GI,2020-05-30,25,23,0,2,0
GR,2020-05-30,1,1,0,0,0
GU,2020-05-30,7,6,0,1,0
H,2020-05-30,0,0,0,0,0
HU,2020-05-30,1,0,0,1,0
J,2020-05-30,0,0,0,0,0
L,2020-05-30,37,36,0,1,0
LE,2020-05-30,5,5,0,0,0
LO,2020-05-30,1,1,0,0,0
LU,2020-05-30,0,0,0,0,0
M,2020-05-30,94,94,0,0,0
MA,2020-05-30,4,4,0,0,0
ME,2020-05-30,0,0,0,0,0
MU,2020-05-30,1,1,0,0,0
NA,2020-05-30,7,7,0,0,0
O,2020-05-30,3,3,0,0,0
OR,2020-05-30,0,0,0,0,0
P,2020-05-30,0,0,0,0,0
PM,2020-05-30,2,2,0,0,0
PO,2020-05-30,1,1,0,0,0
S,2020-05-30,1,1,0,0,0
SA,2020-05-30,6,6,0,0,0
SE,2020-05-30,0,0,0,0,0
SG,2020-05-30,7,7,0,0,0
SO,2020-05-30,2,2,0,0,0
SS,2020-05-30,1,0,0,0,1
T,2020-05-30,1,1,0,0,0
TE,2020-05-30,2,2,0,0,0
TF,2020-05-30,1,1,0,0,0
TO,2020-05-30,5,5,0,0,0
V,2020-05-30,8,8,0,0,0
VA,2020-05-30,3,3,0,0,0
VI,2020-05-30,2,0,0,0,2
Z,2020-05-30,1,1,0,0,0
ZA,2020-05-30,2,1,1,0,0
A,2020-05-31,0,0,0,0,0
AB,2020-05-31,1,1,0,0,0
AL,2020-05-31,0,0,0,0,0
AV,2020-05-31,1,1,0,0,0
B,2020-05-31,32,32,0,0,0
BA,2020-05-31,1,0,1,0,0
BI,2020-05-31,2,2,0,0,0
BU,2020-05-31,2,2,0,0,0
C,2020-05-31,1,1,0,0,0
CA,2020-05-31,0,0,0,0,0
CC,2020-05-31,1,1,0,0,0
CE,2020-05-31,0,0,0,0,0
CO,2020-05-31,0,0,0,0,0
CR,2020-05-31,7,6,0,1,0
CS,2020-05-31,2,2,0,0,0
CU,2020-05-31,0,0,0,0,0
GC,2020-05-31,0,0,0,0,0
GI,2020-05-31,9,9,0,0,0
GR,2020-05-31,1,1,0,0,0
GU,2020-05-31,1,1,0,0,0
H,2020-05-31,0,0,0,0,0
HU,2020-05-31,3,3,0,0,0
J,2020-05-31,0,0,0,0,0
L,2020-05-31,18,18,0,0,0
LE,2020-05-31,1,1,0,0,0
LO,2020-05-31,1,1,0,0,0
LU,2020-05-31,0,0,0,0,0
M,2020-05-31,51,51,0,0,0
MA,2020-05-31,6,6,0,0,0
ME,2020-05-31,0,0,0,0,0
MU,2020-05-31,0,0,0,0,0
NA,2020-05-31,1,1,0,0,0
O,2020-05-31,1,1,0,0,0
OR,2020-05-31,0,0,0,0,0
P,2020-05-31,1,1,0,0,0
PM,2020-05-31,3,3,0,0,0
PO,2020-05-31,0,0,0,0,0
S,2020-05-31,1,1,0,0,0
SA,2020-05-31,3,3,0,0,0
SE,2020-05-31,1,1,0,0,0
SG,2020-05-31,1,1,0,0,0
SO,2020-05-31,2,2,0,0,0
SS,2020-05-31,0,0,0,0,0
T,2020-05-31,2,2,0,0,0
TE,2020-05-31,0,0,0,0,0
TF,2020-05-31,5,5,0,0,0
TO,2020-05-31,5,5,0,0,0
V,2020-05-31,7,7,0,0,0
VA,2020-05-31,2,2,0,0,0
VI,2020-05-31,2,2,0,0,0
Z,2020-05-31,6,6,0,0,0
ZA,2020-05-31,0,0,0,0,0
A,2020-06-01,1,1,0,0,0
AB,2020-06-01,1,1,0,0,0
AL,2020-06-01,0,0,0,0,0
AV,2020-06-01,4,4,0,0,0
B,2020-06-01,42,41,0,1,0
BA,2020-06-01,1,0,1,0,0
BI,2020-06-01,8,8,0,0,0
BU,2020-06-01,2,2,0,0,0
C,2020-06-01,1,1,0,0,0
CA,2020-06-01,2,2,0,0,0
CC,2020-06-01,2,2,0,0,0
CE,2020-06-01,0,0,0,0,0
CO,2020-06-01,2,2,0,0,0
CR,2020-06-01,7,7,0,0,0
CS,2020-06-01,0,0,0,0,0
CU,2020-06-01,1,1,0,0,0
GC,2020-06-01,0,0,0,0,0
GI,2020-06-01,15,15,0,0,0
GR,2020-06-01,2,2,0,0,0
GU,2020-06-01,3,3,0,0,0
H,2020-06-01,0,0,0,0,0
HU,2020-06-01,2,2,0,0,0
J,2020-06-01,0,0,0,0,0
L,2020-06-01,19,19,0,0,0
LE,2020-06-01,0,0,0,0,0
LO,2020-06-01,3,3,0,0,0
LU,2020-06-01,0,0,0,0,0
M,2020-06-01,69,69,0,0,0
MA,2020-06-01,3,3,0,0,0
ME,2020-06-01,0,0,0,0,0
MU,2020-06-01,1,1,0,0,0
NA,2020-06-01,1,1,0,0,0
O,2020-06-01,1,1,0,0,0
OR,2020-06-01,0,0,0,0,0
P,2020-06-01,1,1,0,0,0
PM,2020-06-01,3,2,1,0,0
PO,2020-06-01,0,0,0,0,0
S,2020-06-01,4,4,0,0,0
SA,2020-06-01,3,3,0,0,0
SE,2020-06-01,1,1,0,0,0
SG,2020-06-01,3,3,0,0,0
SO,2020-06-01,1,1,0,0,0
SS,2020-06-01,0,0,0,0,0
T,2020-06-01,2,2,0,0,0
TE,2020-06-01,0,0,0,0,0
TF,2020-06-01,1,1,0,0,0
TO,2020-06-01,5,5,0,0,0
V,2020-06-01,12,12,0,0,0
VA,2020-06-01,3,3,0,0,0
VI,2020-06-01,1,1,0,0,0
Z,2020-06-01,4,4,0,0,0
ZA,2020-06-01,0,0,0,0,0
A,2020-06-02,0,0,0,0,0
AB,2020-06-02,2,2,0,0,0
AL,2020-06-02,0,0,0,0,0
AV,2020-06-02,1,1,0,0,0
B,2020-06-02,65,53,0,12,0
BA,2020-06-02,1,0,1,0,0
BI,2020-06-02,8,7,0,0,1
BU,2020-06-02,2,2,0,0,0
C,2020-06-02,1,1,0,0,0
CA,2020-06-02,0,0,0,0,0
CC,2020-06-02,8,4,3,1,0
CE,2020-06-02,2,2,0,0,0
CO,2020-06-02,0,0,0,0,0
CR,2020-06-02,8,8,0,0,0
CS,2020-06-02,0,0,0,0,0
CU,2020-06-02,2,2,0,0,0
GC,2020-06-02,1,1,0,0,0
GI,2020-06-02,17,17,0,0,0
GR,2020-06-02,0,0,0,0,0
GU,2020-06-02,5,4,0,1,0
H,2020-06-02,0,0,0,0,0
HU,2020-06-02,4,3,0,1,0
J,2020-06-02,0,0,0,0,0
L,2020-06-02,15,15,0,0,0
LE,2020-06-02,7,7,0,0,0
LO,2020-06-02,0,0,0,0,0
LU,2020-06-02,1,1,0,0,0
M,2020-06-02,103,103,0,0,0
MA,2020-06-02,0,0,0,0,0
ME,2020-06-02,0,0,0,0,0
MU,2020-06-02,2,2,0,0,0
NA,2020-06-02,1,1,0,0,0
O,2020-06-02,0,0,0,0,0
OR,2020-06-02,0,0,0,0,0
P,2020-06-02,0,0,0,0,0
PM,2020-06-02,3,3,0,0,0
PO,2020-06-02,0,0,0,0,0
S,2020-06-02,1,1,0,0,0
SA,2020-06-02,8,8,0,0,0
SE,2020-06-02,3,3,0,0,0
SG,2020-06-02,0,0,0,0,0
SO,2020-06-02,2,2,0,0,0
SS,2020-06-02,0,0,0,0,0
T,2020-06-02,2,2,0,0,0
TE,2020-06-02,2,2,0,0,0
TF,2020-06-02,1,1,0,0,0
TO,2020-06-02,11,11,0,0,0
V,2020-06-02,10,10,0,0,0
VA,2020-06-02,4,4,0,0,0
VI,2020-06-02,6,6,0,0,0
Z,2020-06-02,4,4,0,0,0
ZA,2020-06-02,1,1,0,0,0
A,2020-06-03,1,1,0,0,0
AB,2020-06-03,2,2,0,0,0
AL,2020-06-03,2,2,0,0,0
AV,2020-06-03,1,1,0,0,0
B,2020-06-03,76,46,0,30,0
BA,2020-06-03,3,0,3,0,0
BI,2020-06-03,9,6,0,0,3
BU,2020-06-03,3,3,0,0,0
C,2020-06-03,1,1,0,0,0
