ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
AN,2020-01-31,0,0,0,0,0
AR,2020-01-31,0,0,0,0,0
AS,2020-01-31,0,0,0,0,0
CB,2020-01-31,0,0,0,0,0
CE,2020-01-31,0,0,0,0,0
CL,2020-01-31,0,0,0,0,0
CM,2020-01-31,0,0,0,0,0
CN,2020-01-31,0,0,0,0,0
CT,2020-01-31,0,0,0,0,0
EX,2020-01-31,0,0,0,0,0
GA,2020-01-31,0,0,0,0,0
IB,2020-01-31,0,0,0,0,0
MC,2020-01-31,0,0,0,0,0
MD,2020-01-31,4,4,0,0,0
ML,2020-01-31,0,0,0,0,0
NC,2020-01-31,0,0,0,0,0
PV,2020-01-31,0,0,0,0,0
RI,2020-01-31,0,0,0,0,0
VC,2020-01-31,4,1,0,0,3
AN,2020-02-01,2,2,0,0,0
AR,2020-02-01,0,0,0,0,0
AS,2020-02-01,0,0,0,0,0
CB,2020-02-01,0,0,0,0,0
CE,2020-02-01,0,0,0,0,0
CL,2020-02-01,0,0,0,0,0
CM,2020-02-01,0,0,0,0,0
CN,2020-02-01,0,0,0,0,0
CT,2020-02-01,4,2,0,0,2
EX,2020-02-01,0,0,0,0,0
GA,2020-02-01,0,0,0,0,0
IB,2020-02-01,0,0,0,0,0
MC,2020-02-01,0,0,0,0,0
MD,2020-02-01,8,8,0,0,0
ML,2020-02-01,0,0,0,0,0
NC,2020-02-01,0,0,0,0,0
PV,2020-02-01,0,0,0,0,0
RI,2020-02-01,0,0,0,0,0
VC,2020-02-01,1,1,0,0,0
AN,2020-02-02,2,1,1,0,0
AR,2020-02-02,0,0,0,0,0
AS,2020-02-02,0,0,0,0,0
CB,2020-02-02,0,0,0,0,0
CE,2020-02-02,0,0,0,0,0
CL,2020-02-02,0,0,0,0,0
CM,2020-02-02,0,0,0,0,0
CN,2020-02-02,1,0,0,0,1
CT,2020-02-02,1,0,0,0,1
EX,2020-02-02,2,0,2,0,0
GA,2020-02-02,1,0,0,0,1
IB,2020-02-02,0,0,0,0,0
MC,2020-02-02,0,0,0,0,0
MD,2020-02-02,6,6,0,0,0
ML,2020-02-02,0,0,0,0,0
NC,2020-02-02,0,0,0,0,0
PV,2020-02-02,0,0,0,0,0
RI,2020-02-02,0,0,0,0,0
VC,2020-02-02,0,0,0,0,0
AN,2020-02-03,1,1,0,0,0
AR,2020-02-03,0,0,0,0,0
AS,2020-02-03,0,0,0,0,0
CB,2020-02-03,0,0,0,0,0
CE,2020-02-03,0,0,0,0,0
CL,2020-02-03,1,0,1,0,0
CM,2020-02-03,0,0,0,0,0
CN,2020-02-03,0,0,0,0,0
CT,2020-02-03,2,1,0,0,1
EX,2020-02-03,0,0,0,0,0
GA,2020-02-03,1,0,0,0,1
IB,2020-02-03,0,0,0,0,0
MC,2020-02-03,0,0,0,0,0
MD,2020-02-03,6,6,0,0,0
ML,2020-02-03,0,0,0,0,0
NC,2020-02-03,0,0,0,0,0
PV,2020-02-03,0,0,0,0,0
RI,2020-02-03,1,1,0,0,0
VC,2020-02-03,5,0,4,0,1
AN,2020-02-04,1,0,1,0,0
AR,2020-02-04,0,0,0,0,0
AS,2020-02-04,0,0,0,0,0
CB,2020-02-04,0,0,0,0,0
CE,2020-02-04,0,0,0,0,0
CL,2020-02-04,1,1,0,0,0
CM,2020-02-04,0,0,0,0,0
CN,2020-02-04,1,1,0,0,0
CT,2020-02-04,3,3,0,0,0
EX,2020-02-04,0,0,0,0,0
GA,2020-02-04,1,0,0,0,1
IB,2020-02-04,0,0,0,0,0
MC,2020-02-04,0,0,0,0,0
MD,2020-02-04,3,3,0,0,0
ML,2020-02-04,0,0,0,0,0
NC,2020-02-04,0,0,0,0,0
PV,2020-02-04,0,0,0,0,0
RI,2020-02-04,0,0,0,0,0
VC,2020-02-04,1,0,1,0,0
AN,2020-02-05,1,0,1,0,0
AR,2020-02-05,0,0,0,0,0
AS,2020-02-05,0,0,0,0,0
CB,2020-02-05,0,0,0,0,0
CE,2020-02-05,1,0,1,0,0
CL,2020-02-05,1,1,0,0,0
CM,2020-02-05,0,0,0,0,0
CN,2020-02-05,0,0,0,0,0
CT,2020-02-05,1,1,0,0,0
EX,2020-02-05,0,0,0,0,0
GA,2020-02-05,1,0,0,0,1
IB,2020-02-05,0,0,0,0,0
MC,2020-02-05,2,0,2,0,0
MD,2020-02-05,3,3,0,0,0
ML,2020-02-05,0,0,0,0,0
NC,2020-02-05,0,0,0,0,0
PV,2020-02-05,0,0,0,0,0
RI,2020-02-05,0,0,0,0,0
VC,2020-02-05,2,0,2,0,0
AN,2020-02-06,2,1,1,0,0
AR,2020-02-06,0,0,0,0,0
AS,2020-02-06,0,0,0,0,0
CB,2020-02-06,0,0,0,0,0
CE,2020-02-06,0,0,0,0,0
CL,2020-02-06,0,0,0,0,0
CM,2020-02-06,0,0,0,0,0
CN,2020-02-06,0,0,0,0,0
CT,2020-02-06,1,1,0,0,0
EX,2020-02-06,0,0,0,0,0
GA,2020-02-06,0,0,0,0,0
IB,2020-02-06,0,0,0,0,0
MC,2020-02-06,0,0,0,0,0
MD,2020-02-06,4,4,0,0,0
ML,2020-02-06,0,0,0,0,0
NC,2020-02-06,0,0,0,0,0
PV,2020-02-06,0,0,0,0,0
RI,2020-02-06,0,0,0,0,0
VC,2020-02-06,1,1,0,0,0
AN,2020-02-07,2,2,0,0,0
AR,2020-02-07,0,0,0,0,0
AS,2020-02-07,0,0,0,0,0
CB,2020-02-07,0,0,0,0,0
CE,2020-02-07,0,0,0,0,0
CL,2020-02-07,1,1,0,0,0
CM,2020-02-07,0,0,0,0,0
CN,2020-02-07,0,0,0,0,0
CT,2020-02-07,2,1,0,0,1
EX,2020-02-07,0,0,0,0,0
GA,2020-02-07,0,0,0,0,0
IB,2020-02-07,0,0,0,0,0
MC,2020-02-07,0,0,0,0,0
MD,2020-02-07,10,10,0,0,0
ML,2020-02-07,0,0,0,0,0
NC,2020-02-07,0,0,0,0,0
PV,2020-02-07,0,0,0,0,0
RI,2020-02-07,0,0,0,0,0
VC,2020-02-07,0,0,0,0,0
AN,2020-02-08,0,0,0,0,0
AR,2020-02-08,0,0,0,0,0
AS,2020-02-08,0,0,0,0,0
CB,2020-02-08,0,0,0,0,0
CE,2020-02-08,0,0,0,0,0
CL,2020-02-08,0,0,0,0,0
CM,2020-02-08,0,0,0,0,0
CN,2020-02-08,0,0,0,0,0
CT,2020-02-08,0,0,0,0,0
EX,2020-02-08,1,1,0,0,0
GA,2020-02-08,0,0,0,0,0
IB,2020-02-08,0,0,0,0,0
MC,2020-02-08,0,0,0,0,0
MD,2020-02-08,8,8,0,0,0
ML,2020-02-08,0,0,0,0,0
NC,2020-02-08,0,0,0,0,0
PV,2020-02-08,0,0,0,0,0
RI,2020-02-08,0,0,0,0,0
VC,2020-02-08,0,0,0,0,0
AN,2020-02-09,1,0,1,0,0
AR,2020-02-09,0,0,0,0,0
AS,2020-02-09,0,0,0,0,0
CB,2020-02-09,0,0,0,0,0
CE,2020-02-09,0,0,0,0,0
CL,2020-02-09,0,0,0,0,0
CM,2020-02-09,0,0,0,0,0
CN,2020-02-09,0,0,0,0,0
CT,2020-02-09,2,1,0,0,1
EX,2020-02-09,0,0,0,0,0
GA,2020-02-09,0,0,0,0,0
IB,2020-02-09,0,0,0,0,0
MC,2020-02-09,0,0,0,0,0
MD,2020-02-09,2,2,0,0,0
ML,2020-02-09,0,0,0,0,0
NC,2020-02-09,0,0,0,0,0
PV,2020-02-09,1,0,0,0,1
RI,2020-02-09,0,0,0,0,0
VC,2020-02-09,0,0,0,0,0
AN,2020-02-10,1,1,0,0,0
AR,2020-02-10,0,0,0,0,0
AS,2020-02-10,0,0,0,0,0
CB,2020-02-10,0,0,0,0,0
CE,2020-02-10,0,0,0,0,0
CL,2020-02-10,1,0,1,0,0
CM,2020-02-10,0,0,0,0,0
CN,2020-02-10,0,0,0,0,0
CT,2020-02-10,4,4,0,0,0
EX,2020-02-10,0,0,0,0,0
GA,2020-02-10,0,0,0,0,0
IB,2020-02-10,2,2,0,0,0
MC,2020-02-10,1,0,1,0,0
MD,2020-02-10,10,10,0,0,0
ML,2020-02-10,0,0,0,0,0
NC,2020-02-10,0,0,0,0,0
PV,2020-02-10,0,0,0,0,0
RI,2020-02-10,0,0,0,0,0
VC,2020-02-10,4,1,2,0,1
AN,2020-02-11,1,0,1,0,0
AR,2020-02-11,1,1,0,0,0
AS,2020-02-11,0,0,0,0,0
CB,2020-02-11,0,0,0,0,0
CE,2020-02-11,0,0,0,0,0
CL,2020-02-11,1,1,0,0,0
CM,2020-02-11,0,0,0,0,0
CN,2020-02-11,0,0,0,0,0
CT,2020-02-11,2,1,0,0,1
EX,2020-02-11,0,0,0,0,0
GA,2020-02-11,0,0,0,0,0
IB,2020-02-11,0,0,0,0,0
MC,2020-02-11,0,0,0,0,0
MD,2020-02-11,8,8,0,0,0
ML,2020-02-11,0,0,0,0,0
NC,2020-02-11,0,0,0,0,0
PV,2020-02-11,0,0,0,0,0
RI,2020-02-11,0,0,0,0,0
VC,2020-02-11,1,0,0,0,1
AN,2020-02-12,1,1,0,0,0
AR,2020-02-12,0,0,0,0,0
AS,2020-02-12,0,0,0,0,0
CB,2020-02-12,0,0,0,0,0
CE,2020-02-12,0,0,0,0,0
CL,2020-02-12,2,2,0,0,0
CM,2020-02-12,0,0,0,0,0
CN,2020-02-12,1,1,0,0,0
CT,2020-02-12,5,4,0,0,1
EX,2020-02-12,0,0,0,0,0
GA,2020-02-12,0,0,0,0,0
IB,2020-02-12,0,0,0,0,0
MC,2020-02-12,0,0,0,0,0
MD,2020-02-12,9,9,0,0,0
ML,2020-02-12,0,0,0,0,0
NC,2020-02-12,0,0,0,0,0
PV,2020-02-12,1,1,0,0,0
RI,2020-02-12,0,0,0,0,0
VC,2020-02-12,1,0,0,0,1
AN,2020-02-13,2,1,1,0,0
AR,2020-02-13,1,1,0,0,0
AS,2020-02-13,0,0,0,0,0
CB,2020-02-13,0,0,0,0,0
CE,2020-02-13,1,0,1,0,0
CL,2020-02-13,3,0,3,0,0
CM,2020-02-13,0,0,0,0,0
CN,2020-02-13,0,0,0,0,0
CT,2020-02-13,9,7,0,0,2
EX,2020-02-13,1,0,1,0,0
GA,2020-02-13,0,0,0,0,0
IB,2020-02-13,0,0,0,0,0
MC,2020-02-13,0,0,0,0,0
MD,2020-02-13,15,15,0,0,0
ML,2020-02-13,0,0,0,0,0
NC,2020-02-13,0,0,0,0,0
PV,2020-02-13,0,0,0,0,0
RI,2020-02-13,0,0,0,0,0
VC,2020-02-13,2,1,1,0,0
AN,2020-02-14,1,1,0,0,0
AR,2020-02-14,0,0,0,0,0
AS,2020-02-14,0,0,0,0,0
CB,2020-02-14,0,0,0,0,0
CE,2020-02-14,0,0,0,0,0
CL,2020-02-14,1,1,0,0,0
CM,2020-02-14,0,0,0,0,0
CN,2020-02-14,1,1,0,0,0
CT,2020-02-14,2,2,0,0,0
EX,2020-02-14,1,1,0,0,0
GA,2020-02-14,0,0,0,0,0
IB,2020-02-14,1,1,0,0,0
MC,2020-02-14,1,0,1,0,0
MD,2020-02-14,11,11,0,0,0
ML,2020-02-14,0,0,0,0,0
NC,2020-02-14,0,0,0,0,0
PV,2020-02-14,0,0,0,0,0
RI,2020-02-14,0,0,0,0,0
VC,2020-02-14,2,1,0,0,1
AN,2020-02-15,4,1,3,0,0
AR,2020-02-15,0,0,0,0,0
AS,2020-02-15,0,0,0,0,0
CB,2020-02-15,0,0,0,0,0
CE,2020-02-15,0,0,0,0,0
CL,2020-02-15,0,0,0,0,0
CM,2020-02-15,0,0,0,0,0
CN,2020-02-15,0,0,0,0,0
CT,2020-02-15,8,8,0,0,0
EX,2020-02-15,2,1,1,0,0
GA,2020-02-15,0,0,0,0,0
IB,2020-02-15,0,0,0,0,0
MC,2020-02-15,0,0,0,0,0
MD,2020-02-15,14,14,0,0,0
ML,2020-02-15,0,0,0,0,0
NC,2020-02-15,0,0,0,0,0
PV,2020-02-15,2,2,0,0,0
RI,2020-02-15,0,0,0,0,0
VC,2020-02-15,5,4,1,0,0
AN,2020-02-16,0,0,0,0,0
AR,2020-02-16,1,1,0,0,0
AS,2020-02-16,0,0,0,0,0
CB,2020-02-16,0,0,0,0,0
CE,2020-02-16,0,0,0,0,0
CL,2020-02-16,0,0,0,0,0
CM,2020-02-16,0,0,0,0,0
CN,2020-02-16,2,2,0,0,0
CT,2020-02-16,4,3,0,0,1
EX,2020-02-16,0,0,0,0,0
GA,2020-02-16,1,0,0,0,1
IB,2020-02-16,0,0,0,0,0
MC,2020-02-16,0,0,0,0,0
MD,2020-02-16,14,14,0,0,0
ML,2020-02-16,0,0,0,0,0
NC,2020-02-16,0,0,0,0,0
PV,2020-02-16,1,1,0,0,0
RI,2020-02-16,0,0,0,0,0
VC,2020-02-16,1,0,0,0,1
AN,2020-02-17,2,0,2,0,0
AR,2020-02-17,1,0,0,0,1
AS,2020-02-17,0,0,0,0,0
CB,2020-02-17,0,0,0,0,0
CE,2020-02-17,0,0,0,0,0
CL,2020-02-17,0,0,0,0,0
CM,2020-02-17,0,0,0,0,0
CN,2020-02-17,0,0,0,0,0
CT,2020-02-17,2,1,0,0,1
EX,2020-02-17,1,0,1,0,0
GA,2020-02-17,0,0,0,0,0
IB,2020-02-17,0,0,0,0,0
MC,2020-02-17,3,0,3,0,0
MD,2020-02-17,19,19,0,0,0
ML,2020-02-17,0,0,0,0,0
NC,2020-02-17,0,0,0,0,0
PV,2020-02-17,2,2,0,0,0
RI,2020-02-17,0,0,0,0,0
VC,2020-02-17,6,1,3,0,2
AN,2020-02-18,3,3,0,0,0
AR,2020-02-18,1,1,0,0,0
AS,2020-02-18,0,0,0,0,0
CB,2020-02-18,0,0,0,0,0
CE,2020-02-18,0,0,0,0,0
CL,2020-02-18,1,1,0,0,0
CM,2020-02-18,0,0,0,0,0
CN,2020-02-18,1,1,0,0,0
CT,2020-02-18,4,4,0,0,0
EX,2020-02-18,0,0,0,0,0
GA,2020-02-18,1,0,0,0,1
IB,2020-02-18,0,0,0,0,0
MC,2020-02-18,1,0,1,0,0
MD,2020-02-18,14,14,0,0,0
ML,2020-02-18,0,0,0,0,0
NC,2020-02-18,0,0,0,0,0
PV,2020-02-18,0,0,0,0,0
RI,2020-02-18,0,0,0,0,0
VC,2020-02-18,2,0,1,0,1
AN,2020-02-19,1,0,1,0,0
AR,2020-02-19,0,0,0,0,0
AS,2020-02-19,0,0,0,0,0
CB,2020-02-19,0,0,0,0,0
CE,2020-02-19,0,0,0,0,0
CL,2020-02-19,1,0,1,0,0
CM,2020-02-19,0,0,0,0,0
CN,2020-02-19,1,1,0,0,0
CT,2020-02-19,1,1,0,0,0
EX,2020-02-19,1,1,0,0,0
GA,2020-02-19,1,0,0,0,1
IB,2020-02-19,0,0,0,0,0
MC,2020-02-19,1,0,1,0,0
MD,2020-02-19,12,12,0,0,0
ML,2020-02-19,0,0,0,0,0
NC,2020-02-19,0,0,0,0,0
PV,2020-02-19,1,1,0,0,0
RI,2020-02-19,0,0,0,0,0
VC,2020-02-19,2,1,1,0,0
AN,2020-02-20,8,3,5,0,0
AR,2020-02-20,0,0,0,0,0
AS,2020-02-20,0,0,0,0,0
CB,2020-02-20,0,0,0,0,0
CE,2020-02-20,0,0,0,0,0
CL,2020-02-20,3,1,2,0,0
CM,2020-02-20,2,0,0,0,2
CN,2020-02-20,1,1,0,0,0
CT,2020-02-20,9,5,0,0,4
EX,2020-02-20,1,0,1,0,0
GA,2020-02-20,3,1,0,0,2
IB,2020-02-20,1,0,1,0,0
MC,2020-02-20,0,0,0,0,0
MD,2020-02-20,22,22,0,0,0
ML,2020-02-20,0,0,0,0,0
NC,2020-02-20,0,0,0,0,0
PV,2020-02-20,0,0,0,0,0
RI,2020-02-20,0,0,0,0,0
VC,2020-02-20,7,3,3,0,1
AN,2020-02-21,5,4,1,0,0
AR,2020-02-21,2,1,0,0,1
AS,2020-02-21,0,0,0,0,0
CB,2020-02-21,0,0,0,0,0
CE,2020-02-21,0,0,0,0,0
CL,2020-02-21,4,2,2,0,0
CM,2020-02-21,0,0,0,0,0
CN,2020-02-21,0,0,0,0,0
CT,2020-02-21,12,10,0,0,2
EX,2020-02-21,1,0,1,0,0
GA,2020-02-21,0,0,0,0,0
IB,2020-02-21,0,0,0,0,0
MC,2020-02-21,0,0,0,0,0
MD,2020-02-21,27,27,0,0,0
ML,2020-02-21,0,0,0,0,0
NC,2020-02-21,0,0,0,0,0
PV,2020-02-21,3,3,0,0,0
RI,2020-02-21,1,1,0,0,0
VC,2020-02-21,3,1,1,0,1
AN,2020-02-22,2,2,0,0,0
AR,2020-02-22,3,0,0,0,3
AS,2020-02-22,0,0,0,0,0
CB,2020-02-22,0,0,0,0,0
CE,2020-02-22,0,0,0,0,0
CL,2020-02-22,2,2,0,0,0
CM,2020-02-22,0,0,0,0,0
CN,2020-02-22,0,0,0,0,0
CT,2020-02-22,11,9,0,0,2
EX,2020-02-22,0,0,0,0,0
GA,2020-02-22,3,0,0,0,3
IB,2020-02-22,0,0,0,0,0
MC,2020-02-22,1,1,0,0,0
MD,2020-02-22,29,29,0,0,0
ML,2020-02-22,0,0,0,0,0
NC,2020-02-22,0,0,0,0,0
PV,2020-02-22,3,3,0,0,0
RI,2020-02-22,0,0,0,0,0
VC,2020-02-22,3,1,0,0,2
AN,2020-02-23,2,2,0,0,0
AR,2020-02-23,1,1,0,0,0
AS,2020-02-23,1,1,0,0,0
CB,2020-02-23,0,0,0,0,0
CE,2020-02-23,0,0,0,0,0
CL,2020-02-23,5,4,1,0,0
CM,2020-02-23,0,0,0,0,0
CN,2020-02-23,2,2,0,0,0
CT,2020-02-23,9,7,0,0,2
EX,2020-02-23,0,0,0,0,0
GA,2020-02-23,0,0,0,0,0
IB,2020-02-23,0,0,0,0,0
MC,2020-02-23,1,1,0,0,0
MD,2020-02-23,44,44,0,0,0
ML,2020-02-23,0,0,0,0,0
NC,2020-02-23,1,1,0,0,0
PV,2020-02-23,1,1,0,0,0
RI,2020-02-23,1,1,0,0,0
VC,2020-02-23,5,1,0,0,4
AN,2020-02-24,6,6,0,0,0
AR,2020-02-24,1,1,0,0,0
AS,2020-02-24,0,0,0,0,0
CB,2020-02-24,2,2,0,0,0
CE,2020-02-24,0,0,0,0,0
CL,2020-02-24,5,4,1,0,0
CM,2020-02-24,5,1,0,0,4
CN,2020-02-24,0,0,0,0,0
CT,2020-02-24,14,9,0,0,5
EX,2020-02-24,0,0,0,0,0
GA,2020-02-24,1,0,0,0,1
IB,2020-02-24,0,0,0,0,0
MC,2020-02-24,2,1,1,0,0
MD,2020-02-24,56,56,0,0,0
ML,2020-02-24,0,0,0,0,0
NC,2020-02-24,3,3,0,0,0
PV,2020-02-24,5,5,0,0,0
RI,2020-02-24,2,2,0,0,0
VC,2020-02-24,15,7,2,0,6
AN,2020-02-25,9,9,0,0,0
AR,2020-02-25,2,2,0,0,0
AS,2020-02-25,1,1,0,0,0
CB,2020-02-25,5,5,0,0,0
CE,2020-02-25,0,0,0,0,0
CL,2020-02-25,6,5,1,0,0
CM,2020-02-25,5,0,0,0,5
CN,2020-02-25,2,1,0,0,1
CT,2020-02-25,20,17,0,0,3
EX,2020-02-25,5,2,3,0,0
GA,2020-02-25,2,0,0,0,2
IB,2020-02-25,0,0,0,0,0
MC,2020-02-25,3,1,2,0,0
MD,2020-02-25,49,49,0,0,0
ML,2020-02-25,0,0,0,0,0
NC,2020-02-25,1,0,0,0,1
PV,2020-02-25,11,11,0,0,0
RI,2020-02-25,2,2,0,0,0
VC,2020-02-25,10,3,1,0,6
AN,2020-02-26,9,9,0,0,0
AR,2020-02-26,2,2,0,0,0
AS,2020-02-26,0,0,0,0,0
CB,2020-02-26,0,0,0,0,0
CE,2020-02-26,0,0,0,0,0
CL,2020-02-26,8,7,1,0,0
CM,2020-02-26,6,0,0,0,6
CN,2020-02-26,7,7,0,0,0
CT,2020-02-26,31,20,0,0,11
EX,2020-02-26,1,0,1,0,0
GA,2020-02-26,3,0,0,0,3
IB,2020-02-26,1,0,1,0,0
MC,2020-02-26,1,0,1,0,0
MD,2020-02-26,69,69,0,0,0
ML,2020-02-26,0,0,0,0,0
NC,2020-02-26,0,0,0,0,0
PV,2020-02-26,10,10,0,0,0
RI,2020-02-26,4,4,0,0,0
VC,2020-02-26,9,3,1,0,5
AN,2020-02-27,11,7,4,0,0
AR,2020-02-27,0,0,0,0,0
AS,2020-02-27,0,0,0,0,0
CB,2020-02-27,2,2,0,0,0
CE,2020-02-27,0,0,0,0,0
CL,2020-02-27,7,6,1,0,0
CM,2020-02-27,9,0,0,0,9
CN,2020-02-27,1,1,0,0,0
CT,2020-02-27,14,11,0,0,3
EX,2020-02-27,3,1,2,0,0
GA,2020-02-27,7,0,0,0,7
IB,2020-02-27,4,4,0,0,0
MC,2020-02-27,1,1,0,0,0
MD,2020-02-27,90,90,0,0,0
ML,2020-02-27,0,0,0,0,0
NC,2020-02-27,3,3,0,0,0
PV,2020-02-27,14,13,0,0,1
RI,2020-02-27,9,8,1,0,0
VC,2020-02-27,13,5,0,0,8
AN,2020-02-28,8,7,1,0,0
AR,2020-02-28,3,3,0,0,0
AS,2020-02-28,1,1,0,0,0
CB,2020-02-28,1,1,0,0,0
CE,2020-02-28,0,0,0,0,0
CL,2020-02-28,11,8,3,0,0
CM,2020-02-28,13,0,0,0,13
CN,2020-02-28,8,7,0,0,1
CT,2020-02-28,37,30,0,1,6
EX,2020-02-28,7,4,3,0,0
GA,2020-02-28,5,0,0,0,5
IB,2020-02-28,4,1,0,0,3
MC,2020-02-28,3,1,2,0,0
MD,2020-02-28,160,160,0,0,0
ML,2020-02-28,0,0,0,0,0
NC,2020-02-28,2,2,0,0,0
PV,2020-02-28,33,31,0,0,2
RI,2020-02-28,10,10,0,0,0
VC,2020-02-28,26,6,7,0,13
AN,2020-02-29,9,8,1,0,0
AR,2020-02-29,6,4,0,0,2
AS,2020-02-29,2,2,0,0,0
CB,2020-02-29,3,3,0,0,0
CE,2020-02-29,0,0,0,0,0
CL,2020-02-29,10,10,0,0,0
CM,2020-02-29,15,0,0,0,15
CN,2020-02-29,6,6,0,0,0
CT,2020-02-29,27,19,0,0,8
EX,2020-02-29,5,3,2,0,0
GA,2020-02-29,1,0,0,0,1
IB,2020-02-29,2,2,0,0,0
MC,2020-02-29,3,2,1,0,0
MD,2020-02-29,106,106,0,0,0
ML,2020-02-29,0,0,0,0,0
NC,2020-02-29,2,2,0,0,0
PV,2020-02-29,24,24,0,0,0
RI,2020-02-29,13,13,0,0,0
VC,2020-02-29,17,11,3,0,3
AN,2020-03-01,33,25,8,0,0
AR,2020-03-01,7,3,0,0,4
AS,2020-03-01,2,2,0,0,0
CB,2020-03-01,2,2,0,0,0
CE,2020-03-01,0,0,0,0,0
CL,2020-03-01,32,28,4,0,0
CM,2020-03-01,64,0,0,2,62
CN,2020-03-01,7,7,0,0,0
CT,2020-03-01,83,73,0,0,10
EX,2020-03-01,5,3,2,0,0
GA,2020-03-01,5,0,0,0,5
IB,2020-03-01,4,4,0,0,0
MC,2020-03-01,5,4,1,0,0
MD,2020-03-01,316,316,0,0,0
ML,2020-03-01,0,0,0,0,0
NC,2020-03-01,3,3,0,0,0
PV,2020-03-01,47,47,0,0,0
RI,2020-03-01,22,22,0,0,0
VC,2020-03-01,43,11,9,0,23
AN,2020-03-02,33,31,2,0,0
AR,2020-03-02,14,11,0,0,3
AS,2020-03-02,3,3,0,0,0
CB,2020-03-02,5,5,0,0,0
CE,2020-03-02,0,0,0,0,0
CL,2020-03-02,44,37,7,0,0
CM,2020-03-02,62,3,0,5,54
CN,2020-03-02,12,12,0,0,0
CT,2020-03-02,80,59,0,1,20
EX,2020-03-02,7,6,1,0,0
GA,2020-03-02,20,0,0,0,20
IB,2020-03-02,6,6,0,0,0
MC,2020-03-02,8,6,2,0,0
MD,2020-03-02,374,374,0,0,0
ML,2020-03-02,0,0,0,0,0
NC,2020-03-02,7,7,0,0,0
PV,2020-03-02,54,53,0,0,1
RI,2020-03-02,30,29,1,0,0
VC,2020-03-02,42,14,8,0,20
AN,2020-03-03,40,36,4,0,0
AR,2020-03-03,7,5,0,0,2
AS,2020-03-03,2,2,0,0,0
CB,2020-03-03,4,4,0,0,0
CE,2020-03-03,2,0,1,0,1
CL,2020-03-03,28,26,2,0,0
CM,2020-03-03,49,5,0,0,44
CN,2020-03-03,8,8,0,0,0
CT,2020-03-03,84,69,0,1,14
EX,2020-03-03,9,4,5,0,0
GA,2020-03-03,18,1,0,0,17
IB,2020-03-03,7,7,0,0,0
MC,2020-03-03,6,3,3,0,0
MD,2020-03-03,385,385,0,0,0
ML,2020-03-03,0,0,0,0,0
NC,2020-03-03,9,9,0,0,0
PV,2020-03-03,57,56,0,0,1
RI,2020-03-03,28,27,1,0,0
VC,2020-03-03,29,7,3,0,19
AN,2020-03-04,34,32,2,0,0
AR,2020-03-04,14,10,0,0,4
AS,2020-03-04,2,2,0,0,0
CB,2020-03-04,0,0,0,0,0
CE,2020-03-04,0,0,0,0,0
CL,2020-03-04,35,31,4,0,0
CM,2020-03-04,62,2,0,2,58
CN,2020-03-04,14,14,0,0,0
CT,2020-03-04,146,125,0,2,19
EX,2020-03-04,9,6,3,0,0
GA,2020-03-04,13,0,0,0,13
IB,2020-03-04,5,5,0,0,0
MC,2020-03-04,11,5,6,0,0
MD,2020-03-04,452,452,0,0,0
ML,2020-03-04,0,0,0,0,0
NC,2020-03-04,9,9,0,0,0
PV,2020-03-04,64,64,0,0,0
RI,2020-03-04,25,25,0,0,0
VC,2020-03-04,36,11,5,0,20
AN,2020-03-05,61,55,6,0,0
AR,2020-03-05,10,8,0,0,2
AS,2020-03-05,5,5,0,0,0
CB,2020-03-05,12,12,0,0,0
CE,2020-03-05,1,0,1,0,0
CL,2020-03-05,55,46,9,0,0
CM,2020-03-05,79,0,0,2,77
CN,2020-03-05,16,15,0,0,1
CT,2020-03-05,171,153,0,1,17
EX,2020-03-05,6,5,1,0,0
GA,2020-03-05,19,0,0,0,19
IB,2020-03-05,12,12,0,0,0
MC,2020-03-05,14,10,4,0,0
MD,2020-03-05,638,638,0,0,0
ML,2020-03-05,1,1,0,0,0
NC,2020-03-05,15,15,0,0,0
PV,2020-03-05,75,74,0,0,1
RI,2020-03-05,27,27,0,0,0
VC,2020-03-05,54,15,6,0,33
AN,2020-03-06,73,66,7,0,0
AR,2020-03-06,15,10,0,0,5
AS,2020-03-06,12,12,0,0,0
CB,2020-03-06,9,9,0,0,0
CE,2020-03-06,0,0,0,0,0
CL,2020-03-06,57,49,8,0,0
CM,2020-03-06,104,0,0,0,104
CN,2020-03-06,25,24,0,0,1
CT,2020-03-06,266,236,0,1,29
EX,2020-03-06,20,11,9,0,0
GA,2020-03-06,26,0,0,0,26
IB,2020-03-06,10,10,0,0,0
MC,2020-03-06,11,8,3,0,0
MD,2020-03-06,774,774,0,0,0
ML,2020-03-06,1,1,0,0,0
NC,2020-03-06,19,19,0,0,0
PV,2020-03-06,79,78,0,0,1
RI,2020-03-06,45,44,1,0,0
VC,2020-03-06,79,34,10,0,35
AN,2020-03-07,77,72,5,0,0
AR,2020-03-07,21,21,0,0,0
AS,2020-03-07,12,12,0,0,0
CB,2020-03-07,11,11,0,0,0
CE,2020-03-07,0,0,0,0,0
CL,2020-03-07,82,71,11,0,0
CM,2020-03-07,144,0,0,1,143
CN,2020-03-07,19,18,0,0,1
CT,2020-03-07,288,258,0,0,30
EX,2020-03-07,16,13,3,0,0
GA,2020-03-07,35,0,0,0,35
IB,2020-03-07,7,6,1,0,0
